-2	-2	0.000805866
-2	-1.9	0.000960248
-2	-1.8	0.00114417
-2	-1.7	0.00136327
-2	-1.6	0.00162427
-2	-1.5	0.00193513
-2	-1.4	0.00230535
-2	-1.3	0.0027462
-2	-1.2	0.00327107
-2	-1.1	0.00389588
-2	-1	0.00463948
-2	-0.9	0.00552421
-2	-0.8	0.00657655
-2	-0.7	0.00782777
-2	-0.6	0.00931482
-2	-0.5	0.0110812
-2	-0.4	0.0131781
-2	-0.3	0.0156655
-2	-0.2	0.0186135
-2	-0.1	0.0221039
-2	6.38378e-16	0.0262313
-2	0.1	0.0311049
-2	0.2	0.0368496
-2	0.3	0.0436076
-2	0.4	0.0515387
-2	0.5	0.0608205
-2	0.6	0.0716476
-2	0.7	0.0842293
-2	0.8	0.0987853
-2	0.9	0.115539
-2	1	0.13471
-2	1.1	0.156499
-2	1.2	0.181075
-2	1.3	0.208556
-2	1.4	0.23899
-2	1.5	0.272337
-2	1.6	0.308452
-2	1.7	0.347071
-2	1.8	0.387814
-2	1.9	0.430188
-2	2	0.473611
-2	2.1	0.517436
-2	2.2	0.560995
-2	2.3	0.603634
-2	2.4	0.644754
-2	2.5	0.683842
-2	2.6	0.720494
-2	2.7	0.754423
-2	2.8	0.78546
-2	2.9	0.813543
-2	3	0.838706
-2	3.1	0.861052
-2	3.2	0.880743
-2	3.3	0.897974
-2	3.4	0.912961
-2	3.5	0.925929
-2	3.6	0.937097
-2	3.7	0.946679
-2	3.8	0.954871
-2	3.9	0.961855
-2	4	0.967795
-2	4.1	0.972836
-2	4.2	0.977107
-2	4.3	0.98072
-2	4.4	0.983771
-2	4.5	0.986347
-2	4.6	0.988519
-2	4.7	0.990348
-2	4.8	0.991889
-2	4.9	0.993185
-2	5	0.994275
-2	5.1	0.995192
-2	5.2	0.995962
-2	5.3	0.99661
-2	5.4	0.997154
-2	5.5	0.997611
-2	5.6	0.997994
-2	5.7	0.998316
-2	5.8	0.998587
-2	5.9	0.998814
-2	6	0.999005
-2	6.1	0.999165
-2	6.2	0.999299
-2	6.3	0.999412
-2	6.4	0.999506
-2	6.5	0.999586
-2	6.6	0.999652
-2	6.7	0.999708
-2	6.8	0.999755
-2	6.9	0.999795
-2	7	0.999828
-2	7.1	0.999855
-2	7.2	0.999879
-2	7.3	0.999898
-2	7.4	0.999915
-2	7.5	0.999928
-2	7.6	0.99994
-2	7.7	0.99995
-2	7.8	0.999958
-2	7.9	0.999964
-2	8	0.99997
-2	8.1	0.999975
-2	8.2	0.999979
-2	8.3	0.999982
-2	8.4	0.999985
-2	8.5	0.999988
-2	8.6	0.99999
-2	8.7	0.999991
-2	8.8	0.999993
-2	8.9	0.999994
-2	9	0.999995
-2	9.1	0.999996
-2	9.2	0.999996
-2	9.3	0.999997
-2	9.4	0.999997
-2	9.5	0.999998
-2	9.6	0.999998
-2	9.7	0.999998
-2	9.8	0.999999
-2	9.9	0.999999
-2	10	0.999999

-1.9	-2	0.00103367
-1.9	-1.9	0.00123164
-1.9	-1.8	0.00146747
-1.9	-1.7	0.00174837
-1.9	-1.6	0.00208294
-1.9	-1.5	0.00248136
-1.9	-1.4	0.00295577
-1.9	-1.3	0.00352056
-1.9	-1.2	0.00419282
-1.9	-1.1	0.00499281
-1.9	-1	0.00594452
-1.9	-0.9	0.00707636
-1.9	-0.8	0.00842187
-1.9	-0.7	0.0100206
-1.9	-0.6	0.0119193
-1.9	-0.5	0.0141725
-1.9	-0.4	0.0168443
-1.9	-0.3	0.0200097
-1.9	-0.2	0.0237556
-1.9	-0.1	0.0281825
-1.9	6.38378e-16	0.0334061
-1.9	0.1	0.0395585
-1.9	0.2	0.0467892
-1.9	0.3	0.0552655
-1.9	0.4	0.0651724
-1.9	0.5	0.0767109
-1.9	0.6	0.0900955
-1.9	0.7	0.105548
-1.9	0.8	0.123293
-1.9	0.9	0.143541
-1.9	1	0.166484
-1.9	1.1	0.19227
-1.9	1.2	0.220991
-1.9	1.3	0.252661
-1.9	1.4	0.287196
-1.9	1.5	0.324402
-1.9	1.6	0.363967
-1.9	1.7	0.405462
-1.9	1.8	0.448352
-1.9	1.9	0.492025
-1.9	2	0.53582
-1.9	2.1	0.579069
-1.9	2.2	0.621138
-1.9	2.3	0.661461
-1.9	2.4	0.699568
-1.9	2.5	0.735103
-1.9	2.6	0.76783
-1.9	2.7	0.797626
-1.9	2.8	0.824473
-1.9	2.9	0.848435
-1.9	3	0.869643
