-2	-2	0.00821696
-2	-1.9	0.010312
-2	-1.8	0.0129343
-2	-1.7	0.0162126
-2	-1.6	0.0203045
-2	-1.5	0.0254027
-2	-1.4	0.0317394
-2	-1.3	0.0395925
-2	-1.2	0.0492899
-2	-1.1	0.061211
-2	-1	0.0757855
-2	-0.9	0.0934847
-2	-0.8	0.114804
-2	-0.7	0.140233
-2	-0.6	0.170211
-2	-0.5	0.20507
-2	-0.4	0.24496
-2	-0.3	0.289781
-2	-0.2	0.339119
-2	-0.1	0.392219
-2	6.38378e-16	0.447996
-2	0.1	0.505114
-2	0.2	0.562099
-2	0.3	0.617491
-2	0.4	0.66999
-2	0.5	0.718567
-2	0.6	0.762528
-2	0.7	0.801519
-2	0.8	0.83549
-2	0.9	0.864628
-2	1	0.889289
-2	1.1	0.909925
-2	1.2	0.927031
-2	1.3	0.941098
-2	1.4	0.952592
-2	1.5	0.961934
-2	1.6	0.969494
-2	1.7	0.975591
-2	1.8	0.980494
-2	1.9	0.984427
-2	2	0.987578
-2	2.1	0.990097
-2	2.2	0.99211
-2	2.3	0.993716
-2	2.4	0.994997
-2	2.5	0.996018
-2	2.6	0.996831
-2	2.7	0.997478
-2	2.8	0.997994
-2	2.9	0.998404
-2	3	0.998731
-2	3.1	0.99899
-2	3.2	0.999197
-2	3.3	0.999361
-2	3.4	0.999492
-2	3.5	0.999596
-2	3.6	0.999679
-2	3.7	0.999745
-2	3.8	0.999797
-2	3.9	0.999839
-2	4	0.999872
-2	4.1	0.999898
-2	4.2	0.999919
-2	4.3	0.999935
-2	4.4	0.999949
-2	4.5	0.999959
-2	4.6	0.999968
-2	4.7	0.999974
-2	4.8	0.999979
-2	4.9	0.999984
-2	5	0.999987
-2	5.1	0.99999
-2	5.2	0.999992
-2	5.3	0.999993
-2	5.4	0.999995
-2	5.5	0.999996
-2	5.6	0.999997
-2	5.7	0.999997
-2	5.8	0.999998
-2	5.9	0.999998
-2	6	0.999999
-2	6.1	0.999999
-2	6.2	0.999999
-2	6.3	0.999999
